trip_id,started_at,ended_at,start_station_name,end_station_name,bike_id,user_type,user_birth_year,price
100025,2025-01-02 15:07:31,2025-01-02 15:24:54,Old Mill Crossing,Old Mill Crossing,1195,Member,1992,0.00
100026,2025-01-02 15:27:15,2025-01-02 15:42:53,Kayak Launch,Kayak Launch,1119,casual,2001,3.40
100027,2025-01-02 16:00:59,2025-01-02 16:18:12,Athletics Center,Central Station ,1197,member,1979,0.00
100028,2025-01-02 16:26:38,2025-01-02 16:32:22,Steelworks Gate,Steelworks Gate,1012,member,1960,0.00
100029,2025-01-02 16:38:06,2025-01-02 16:43:22,Northgate Transit Hub,Northgate Mall,1001,member,1979,0.00
100030,2025-01-02 16:59:36,2025-01-02 17:06:13,Meridian Tower,Gasometer Park,1115,member,1991,0.00
100031,2025-01-02 17:05:10,2025-01-02 17:14:46,Central Station,Central Station,1131,member,1979,0.00
100032,2025-01-02 17:27:24,2025-01-02 17:37:55,Pier 12,Pier 12,1061,member,1986,0.00
100033,2025-01-02 18:06:47,2025-01-02 18:17:43,Kayak Launch,Exchange Street,1050,casual,1983,2.65
100034,2025-01-02 18:10:35,2025-01-02 18:31:08,Pier 12,University Gate,1130,member,1970,0.00
100035,2025-01-02 18:20:09,2025-01-02 18:38:13,King's Cross Lane,King's Cross Lane,1162,casual,1989,3.85
100036,2025-01-02 18:37:00,2025-01-02 18:48:12,Athletics Center,Kayak Launch,1103,casual,2006,2.80
100037,2025-01-02 20:40:02,2025-01-02 20:49:47,Tannery Yard,Cedar Park Loop,1150,casual,1977,2.50
100038,2025-01-02 21:38:53,2025-01-02 21:57:38,Athletics Center,Old Mill Crossing,1074,member,1995,0.00
100039,2025-01-03 07:19:05,2025-01-03 07:26:52,Gasometer Park,Gasometer Park,1165,member,1971,0.00
100040,2025-01-03 07:28:29,2025-01-03 08:01:26,City Hall,Union Plaza,1185,casual,1975,5.95
100041,2025-01-03 07:50:20,2025-01-03 07:57:43,Warehouse Row,Dockside Market,1175,MEMBER,1984,0.00
100042,2025-01-03 08:12:29,2025-01-03 08:26:24,Old Town Square,Dockside Market,1038,member,1996,0.00
100043,2025-01-03 08:15:00,2025-01-03 08:19:54,City Hall,Gasometer Park,1031,member,1988,0.00
100044,2025-01-03 09:01:23,2025-01-03 09:30:31,Exchange Street,Aurora & 22nd,1028,Casual,1996,5.50
100045,2025-01-03 09:03:10,2025-01-03 09:13:04,Central Station,Central Station,1135,member,1991,0.00
100046,2025-01-03 09:38:32,2025-01-03 09:49:49,Tannery Yard,Opera House,1154,member,1988,0.00
100047,2025-01-03 10:24:45,2025-01-03 10:31:25,Marina Green,Grand & 9th,1082,member,1979,0.00
100048,2025-01-03 10:24:47,2025-01-03 10:31:30,Old Town Square,Campus North,1144,member,1977,0.00
100049,2025-01-03 10:52:07,2025-01-03 11:06:54,Floodgate Road,Science Quad,1152,member,1996,0.00
100050,2025-01-03 10:56:45,2025-01-03 11:12:35,Old Town Square,Old Town Square,1192,MEMBER,1979,0.00
100051,2025-01-03 11:40:06,2025-01-03 12:03:49,Pier 12,Pier 12,1044,member,1975,0.00
100052,2025-01-03 13:43:36,2025-01-03 13:59:27,Pier 12,Old Mill Crossing,1009,member,1977,0.00
100053,2025-01-03 14:59:49,2025-01-03 15:29:15,Clocktower Plaza,Maple Grove,1158,member,1987,0.00
100054,2025-01-03 15:07:21,2025-01-03 15:16:31,Pier 12,Pier 12,1164,Member,1981,0.00
100055,2025-01-03 18:19:26,2025-01-03 18:45:26,Orchard Lane,Opera House,1144,member,1976,0.00
100056,2025-01-03 20:44:32,2025-01-03 21:43:42, Science Quad,Science Quad,1116,casual,1984,10.00
100057,2025-01-03 21:32:13,2025-01-03 21:42:39,Aurora & 22nd,Gasometer Park,1115,Member,1982,0.00
100058,2025-01-04 02:07:04,2025-01-04 02:17:04,Central Station,Opera House,1031,Casual,1997,2.50
100059,2025-01-04 08:35:20,2025-01-04 09:03:55,Old Town Square,Warehouse Row,1149,casual,,5.35
100060,2025-01-04 08:51:03,2025-01-04 09:03:44,Athletics Center,Grand & 9th,1154,casual,1972,2.95
100061,2025-01-04 10:08:28,2025-01-04 10:55:05,Cathedral Gate,Ferry Landing,1137,Casual,1996,8.05
100062,2025-01-04 11:11:40,2025-01-04 12:39:46,Dockside Market,Central Station,1145,Casual,1982,14.35
100063,2025-01-04 11:13:19,2025-01-04 11:37:43,Old Town Square,Student Commons,1146,casual,1982,4.75
100064,2025-01-04 11:23:31,2025-01-04 11:29:41,Old Town Square,Science Quad,1051,member,1980,0.00
100065,2025-01-04 12:00:21,2025-01-04 12:28:56,Tannery Yard,Clocktower Plaza,1141,casual,1987,5.35
100066,2025-01-04 12:56:05,2025-01-04 13:52:56,Weaver Street,Old Town Square,1138,casual,1981,9.55
100067,2025-01-04 13:09:18,2025-01-04 13:12:55,Union Plaza,Union Plaza,1128,MEMBER,1991,0.00
100068,2025-01-04 13:23:18,2025-01-04 13:28:38,University Gate,University Gate,1120,member,1959,0.00
100069,2025-01-04 14:30:05,2025-01-04 14:52:48,Athletics Center,Old Town Square,1086,casual,1989,4.45
100070,2025-01-04 14:44:48,2025-01-04 15:02:41,Student Commons,Westfield Green,1054,casual,1974,3.70
100071,2025-01-04 15:22:20,2025-01-04 15:39:11,Pier 12,Pier 12,1126,MEMBER,1999,0.00
100072,2025-01-04 15:46:32,2025-01-04 16:04:53,Old Town Square,Athletics Center,1101,member,1972,0.00
100073,2025-01-04 16:43:00,2025-01-04 16:54:14,Summit Ridge,Birchwood Terrace,1007,casual,1989,2.80
100074,2025-01-04 17:03:25,2025-01-04 17:13:09,Riverside Walk,Riverside Walk,1011,member,1992,0.00
100075,2025-01-04 17:43:38,2025-01-04 17:54:20,Gasometer Park,Gasometer Park,1137,member,1967,0.00
100076,2025-01-04 18:33:56,2025-01-04 19:10:10,Summit Ridge,Old Town Square,1149,casual,1988,6.55
100077,2025-01-04 18:41:06,2025-01-04 19:00:12,Cobbler's Row,Athletics Center,1116,member,1993,0.00
100078,2025-01-04 19:36:05,2025-01-04 20:36:01,Old Town Square,Observatory Hill,1167,Casual,2001,10.00
100079,2025-01-04 20:41:18,2025-01-04 20:56:31,Old Town Square,Old Town Square,1101,casual,1996,3.40
100080,2025-01-04 21:23:33,2025-01-04 21:33:45,Cobbler's Row,Old Town Square,1140,member,1976,0.00
100081,2025-01-04 21:44:02,2025-01-04 21:56:17,Campus North,Campus North,1110,casual,1994,2.95
100082,2025-01-04 23:25:57,2025-01-04 23:32:52,Summit Ridge,Old Mill Crossing,1151,Member,1972,0.00
100083,2025-01-05 01:20:59,2025-01-05 01:24:03,Harbor West,Old Mill Crossing,1114,member,1974,0.00
100084,2025-01-05 02:03:25,2025-01-05 02:21:51,Student Commons,Library Mall,1025,member,1966,0.00
100085,2025-01-05 08:48:21,2025-01-05 09:10:57,City Hall,Fountain Court,1012,casual,1981,4.45
100086,2025-01-05 09:03:05,2025-01-05 09:25:18,Aurora & 40th,Aurora & 40th,1038,member,1990,0.00
100087,2025-01-05 11:41:20,2025-01-05 11:57:34,Central Station,Central Station ,1039,MEMBER,1972,0.00
100088,2025-01-05 11:50:30,2025-01-05 12:20:49,Opera House,Cedar Park Loop,1113,casual,1972,5.65
100089,2025-01-05 13:17:08,2025-01-05 13:28:49,Steelworks Gate,Old Town Square,1158,member,1983,0.00
100090,2025-01-05 15:22:03,2025-01-05 15:25:10,Union Plaza,Gasometer Park,1047,member,1962,0.00
100091,2025-01-05 16:15:14,2025-01-05 16:23:29,Guildhall Steps,Student Commons,1197,member,1994,0.00
100092,2025-01-05 16:16:46,2025-01-05 16:28:59,Cedar Park Loop,Central Station,1079,casual,1985,2.95
100093,2025-01-05 16:16:52,2025-01-05 17:38:27,Central Station,Sunset Boulevard,1077,casual,1978,13.30
100094,2025-01-05 17:05:22,2025-01-05 17:23:38,Riverside Walk,Kayak Launch,1122,casual,1980,3.85
100095,2025-01-05 18:50:02,2025-01-05 19:07:43,Botanic Gardens,Cedar Park Loop,1170,member,1962,0.00
100096,2025-01-05 19:55:47,2025-01-05 20:38:21,City Hall,University Gate,1165,casual,1975,7.45
100097,2025-01-05 20:57:51,2025-01-05 21:00:52,Harbor West,Harbor East,1128,member,1999,0.00
100098,2025-01-05 22:44:27,2025-01-05 23:01:40,Gasometer Park,Poplar Circle,1151,Casual,1977,3.70
100099,2025-01-05 22:59:01,2025-01-05 23:07:45,Old Town Square,Clocktower Plaza,1124,casual,1993,2.35
100100,2025-01-06 06:11:19,2025-01-06 06:26:29,Cobbler's Row,Dockside Market,1158,casual,1997,3.40
100101,2025-01-06 07:25:18,2025-01-06 07:57:57,Student Commons,Poplar Circle,1033,casual,1991,5.95
100102,2025-01-06 07:38:14,2025-01-06 08:00:09,Pier 12,Pier 12,1051,member,2002,0.00
100103,2025-01-06 07:53:39,2025-01-06 08:23:57,Kayak Launch,Central Station,1192,casual,1957,0.00
100104,2025-01-06 08:03:26,2025-01-06 08:47:11,Central Station,Central Station,1077,casual,1978,7.60
100105,2025-01-06 08:11:09,2025-01-06 08:30:36,Steelworks Gate,Gasometer Park,1007,casual,1982,4.00
100106,2025-01-06 08:27:50,2025-01-06 08:43:06,Pier 12,Maple Grove,1098,MEMBER,1989,0.00
100107,2025-01-06 10:26:55,2025-01-06 10:40:59,Athletics Center,Old Town Square,1152,casual,1998,3.25
100108,2025-01-06 10:39:38,2025-01-06 11:08:36,Northgate Transit Hub,University Gate,1031,casual,2000,5.35
100109,2025-01-06 11:33:42,2025-01-06 11:42:50,Opera House,Opera House,1019,member,1988,0.00
100110,2025-01-06 16:42:45,2025-01-06 16:45:15,Riverside Walk,Riverside Walk,1151,member,1961,0.00
100111,2025-01-06 16:43:52,2025-01-06 16:58:13,Cobbler's Row,King's Cross Lane,1162,member,1985,0.00
100112,2025-01-06 17:33:37,2025-01-06 17:41:42,Cedar Park Loop,Observatory Hill,1100,member,1995,0.00
100113,2025-01-06 17:51:07,2025-01-06 17:58:40,City Hall,Library Mall,1084,member,1983,0.00
100114,2025-01-06 17:54:30,2025-01-06 18:00:05,Summit Ridge,Aurora & 40th,1084,member,1987,0.00
100115,2025-01-06 18:52:27,2025-01-06 18:59:33,Dockside Market,Foundry District,1067,member,1985,0.00
100116,2025-01-06 18:57:40,2025-01-06 19:41:23,Clocktower Plaza,Union Plaza,1025,member,1975,0.00
100117,2025-01-06 20:49:17,2025-01-06 21:01:36,Seawall Promenade,Seawall Promenade,1169,casual,1977,2.95
100118,2025-01-06 21:04:22,2025-01-06 21:20:09,Aurora & 22nd,Aurora & 22nd,1036,Casual,2002,3.40
100119,2025-01-06 21:33:27,2025-01-06 21:39:41,Kayak Launch,Botanic Gardens,1103,member,1996,0.00
100120,2025-01-07 07:39:12,2025-01-07 08:35:11,Pier 12,Pier 12,1165,Casual,1968,9.40
100121,2025-01-07 07:54:04,2025-01-07 07:58:29,Gasometer Park,gasometer park,1077,member,1995,0.00
100122,2025-01-07 08:04:28,2025-01-07 08:10:24,Cedar Park Loop,Central Station,1072,member,,0.00
100123,2025-01-07 08:13:03,2025-01-07 08:29:13,Old Town Square,Steelworks Gate,1082,member,,0.00
100124,2025-01-07 08:21:30,2025-01-07 08:48:59,Gasometer Park,Gasometer Park,1061,casual,1965,5.20
100125,2025-01-07 08:41:33,2025-01-07 08:49:40,Summit Ridge,Cedar Park Loop,1016,member,1986,0.00
100126,2025-01-07 10:16:20,2025-01-07 10:29:48,Sunset Boulevard,Old Town Square,1011,member,1991,0.00
100127,2025-01-07 11:09:42,2025-01-07 11:16:31,Student Commons,Grand & 9th,1051,Member,1996,0.00
100128,2025-01-07 12:44:08,2025-01-07 13:08:48,Grand & 3rd,Dockside Market,1001,member,1990,0.00
100129,2025-01-07 13:25:33,2025-01-07 13:40:31,Athletics Center,Aurora & 22nd,1074,member,2005,0.00
100130,2025-01-07 13:27:09,2025-01-07 13:38:14,Poplar Circle,Westfield Green,1135,casual,1992,2.80
100131,2025-01-07 15:02:32,2025-01-07 15:22:24,Athletics Center,Gasometer Park,1118,member,1987,0.00
100132,2025-01-07 16:20:21,2025-01-07 16:32:13,Seawall Promenade,Heron Park,1011,member,1983,0.00
100133,2025-01-07 17:00:34,2025-01-07 17:10:48,Old Town Square,Old Mill Crossing,1061,member,1992,0.00
100134,2025-01-07 17:12:29,2025-01-07 17:19:31,Meridian Tower,Meridian Tower,1079,member,1991,0.00
100135,2025-01-07 17:33:06,2025-01-07 17:41:10,Pier 12,Pier 12,1184,member,1992,0.00
100136,2025-01-07 17:47:51,2025-01-07 17:52:08,Summit Ridge,Athletics Center,1044,member,1994,0.00
100137,2025-01-07 17:59:29,2025-01-07 18:28:22, Cedar Park Loop,Science Quad,1135,casual,1991,5.35
100138,2025-01-07 18:19:09,2025-01-07 18:25:54,Old Town Square,Athletics Center,1026,member,1977,0.00
100139,2025-01-07 18:46:35,2025-01-07 19:00:53,Old Town Square,Ferry Landing,1055,member,1988,0.00
100140,2025-01-07 19:38:37,2025-01-07 19:55:23,Cedar Park Loop,Central Station ,1119,member,2002,0.00
100141,2025-01-07 19:43:03,2025-01-07 19:50:33,University Gate,Central Station,1013,member,1975,0.00
100142,2025-01-08 07:06:03,2025-01-08 07:26:53,Northgate Mall,Northgate Mall,1140,member,1972,0.00
100143,2025-01-08 07:24:28,2025-01-08 07:35:37,Old Mill Crossing,Orchard Lane,1063,member,1959,0.00
100144,2025-01-08 07:38:43,2025-01-08 08:58:56,Cedar Park Loop,Central Station,1044,casual,1992,13.15
100145,2025-01-08 07:59:58,2025-01-08 08:10:59,Old Town Square,Pier 12,1040,member,1987,0.00
100146,2025-01-08 08:46:32,2025-01-08 08:58:41,Old Town Square,Old Town Square,1010,casual,1980,2.95
100147,2025-01-08 08:53:10,2025-01-08 08:59:52,Athletics Center,Summit Ridge,1148,member,2004,0.00
100148,2025-01-08 09:01:27,2025-01-08 09:12:43,Gasometer Park,Gasometer Park,1149,member,1976,0.00
100149,2025-01-08 09:53:54,2025-01-08 10:00:24,Cobbler's Row,Gasometer Park,1157,member,1992,0.00
100150,2025-01-08 10:13:05,2025-01-08 10:38:55,Central Station,Central Station,1038,Member,1992,0.00
100151,2025-01-08 10:33:10,2025-01-08 11:39:20,Sunset Boulevard,Grand & 3rd,1157,Casual,1978,11.05
100152,2025-01-08 11:14:22,2025-01-08 12:24:26,Opera House,Hillcrest Point,1090,casual,2004,11.65
100153,2025-01-08 12:50:25,2025-01-08 13:30:58,Seawall Promenade,Warehouse Row,1058,casual,1989,7.15
100154,2025-01-08 13:00:02,2025-01-08 13:14:25,Old Mill Crossing ,Sunset Boulevard,1172,MEMBER,1997,0.00
100155,2025-01-08 13:42:34,2025-01-08 13:48:21,Pier 12,Old Town Square,1038,casual,2002,1.90
100156,2025-01-08 14:16:53,2025-01-08 14:34:19,Student Commons,Northgate Mall,1044,Casual,1982,3.70
100157,2025-01-08 16:15:18,2025-01-08 16:34:57,Orchard Lane,Student Commons,1194,casual,1981,4.00
100158,2025-01-08 16:50:32,2025-01-08 17:02:02,Willow Bend,Pier 12,1150,casual,1991,2.80
100159,2025-01-08 16:55:32,2025-01-08 17:23:22,Rosemont & 5th,Rosemont & 5th,1192,member,1994,0.00
100160,2025-01-08 17:43:24,2025-01-08 18:14:19,Northgate Mall,Northgate Mall,1170,casual,1998,5.65
100161,2025-01-08 17:48:32,2025-01-08 18:02:16,Observatory Hill,King's Cross Lane,1011,casual,1979,3.10
100162,2025-01-08 17:54:42,2025-01-08 18:00:24,Aurora & 40th,Steelworks Gate,1195,member,1971,0.00
100163,2025-01-08 18:21:05,2025-01-08 18:33:55,Harbor East,Exchange Street,1061,casual,1968,2.95
100164,2025-01-08 18:50:19,2025-01-08 19:01:12,Marina Green,University Gate,1124,member,1985,0.00
100165,2025-01-08 19:03:54,2025-01-08 19:12:33,Sunset Boulevard,Foundry District,1070,member,1994,0.00
100166,2025-01-08 19:20:10,2025-01-08 19:42:03,Athletics Center,Old Town Square,1128,casual,1966,4.30
100167,2025-01-08 19:30:12,2025-01-08 19:51:50,Northgate Mall,Central Station,1110,member,1985,0.00
100168,2025-01-08 20:17:09,2025-01-08 20:41:40,Botanic Gardens,Botanic Gardens,1115,member,2004,0.00
100169,2025-01-08 22:00:50,2025-01-08 22:08:15,Central Station,Central Station,1124,casual,1966,2.20
100170,2025-01-09 07:01:44,2025-01-09 07:08:28,Northgate Transit Hub,Student Commons,1196,member,1989,0.00
100171,2025-01-09 07:10:18,2025-01-09 08:27:49,Northgate Transit Hub,Northgate Transit Hub,1152,casual,,12.70
100172,2025-01-09 07:12:28,2025-01-09 07:26:12,Aurora & 22nd,Pier 12,1112,member,1966,0.00
100173,2025-01-09 08:07:57,2025-01-09 08:29:08,Central Station,Gasometer Park,1072,member,1998,0.00
100174,2025-01-09 08:16:42,2025-01-09 08:25:30,Opera House,Warehouse Row,1013,member,1960,0.00
100175,2025-01-09 08:27:25,2025-01-09 08:57:27,Northgate Mall ,Old Town Square,1010,member,1996,0.00
100176,2025-01-09 08:37:34,2025-01-09 08:55:45,Pier 12,Athletics Center,1046,member,1980,0.00
100177,2025-01-09 09:05:37,2025-01-09 09:14:07,Gasometer Park,Gasometer Park,1062,member,1987,0.00
100178,2025-01-09 09:50:01,2025-01-09 10:43:18,Pier 12,Pier 12,1005,Casual,1997,9.10
100179,2025-01-09 11:57:01,2025-01-09 12:17:49,Marina Green,Marina Green,1101,Casual,1985,4.15
100180,2025-01-09 12:59:57,2025-01-09 13:04:38,Cedar Park Loop,Central Station,1001,member,1988,0.00
100180,2025-01-09 12:59:57,2025-01-09 13:04:38,Cedar Park Loop,Central Station,1001,member,1988,0.00
100181,2025-01-09 13:25:41,2025-01-09 13:55:47,Kayak Launch,Student Commons,1031,casual,1999,5.65
100182,2025-01-09 14:06:32,2025-01-09 14:37:43,Student Commons,Riverside Walk,1114,casual,1968,5.80
100183,2025-01-09 15:52:13,2025-01-09 16:06:27,Old Town Square,King's Cross Lane,1064,member,2001,0.00
100184,2025-01-09 16:02:02,2025-01-09 16:12:24,Central Station,Maple Grove,1103,member,1976,0.00
100185,2025-01-09 16:04:44,2025-01-09 16:11:32,Steelworks Gate,Summit Ridge,1055,member,1969,0.00
100186,2025-01-09 16:56:29,2025-01-09 17:09:27,Merchant Hall,Opera House,1050,member,1989,0.00
100187,2025-01-09 16:58:26,2025-01-09 17:12:51,Sunset Boulevard,Old Town Square,1128,member,1973,0.00
100188,2025-01-09 17:16:04,2025-01-09 17:28:32,Maple Grove,Old Mill Crossing,1006,member,1989,0.00
100189,2025-01-09 17:40:34,2025-01-09 17:49:54,Kayak Launch,Central Station ,1009,member,1974,0.00
100190,2025-01-09 17:49:38,2025-01-09 18:00:52,Gasometer Park,Grand & 3rd,1141,member,1998,0.00
100191,2025-01-09 18:50:47,2025-01-09 19:08:23,City Hall,Aurora & 40th,1031,casual,1993,3.70
100192,2025-01-09 22:51:00,2025-01-09 22:57:16,Cedar Park Loop,Cedar Park Loop,1111,member,2000,0.00
100193,2025-01-09 23:58:21,2025-01-10 00:17:18,Old Town Square,Old Town Square,1133,casual,1986,3.85
100194,2025-01-10 08:03:41,2025-01-10 09:03:28,Northgate Transit Hub,Kayak Launch,1059,casual,1993,10.00
100195,2025-01-10 08:18:28,2025-01-10 08:28:06,Old Town Square,Kayak Launch,1092,member,1990,0.00
100196,2025-01-10 08:21:50,2025-01-10 08:41:24,City Hall,City Hall,1057,member,1985,0.00
100197,2025-01-10 15:18:29,2025-01-10 15:37:24,Lighthouse Point,Old Town Square,1088,member,1970,0.00
100198,2025-01-10 16:58:48,2025-01-10 18:21:44,Harbor West,Gasometer Park,1098,casual,1997,13.45
100199,2025-01-10 17:48:48,2025-01-10 18:00:24,Athletics Center,Steelworks Gate,1001,member,1994,0.00
100200,2025-01-10 18:00:05,2025-01-10 18:03:26,Willow Bend,Science Quad,1061,member,1989,0.00
100201,2025-01-10 19:45:16,2025-01-10 19:59:41,Old Town Square,Central Station,1072,member,1981,0.00
100202,2025-01-10 21:05:44,2025-01-10 21:38:57,Kayak Launch,Old Town Square,1046,casual,1967,6.10
100203,2025-01-10 22:34:33,2025-01-10 22:40:37,Central Station,Old Town Square,1124,member,2003,0.00
100204,2025-01-11 05:41:12,2025-01-11 05:51:56,Union Plaza,Student Commons,1070,casual,1970,2.65
100205,2025-01-11 08:37:14,2025-01-11 08:45:41,Cedar Park Loop,Grand & 3rd,1120,member,1974,0.00
100206,2025-01-11 08:50:42,2025-01-11 09:07:15,Pier 12,Warehouse Row,1012,casual,1977,3.55
100207,2025-01-11 09:30:30,2025-01-11 09:41:46,Steelworks Gate,Kayak Launch,1157,member,1963,0.00
100208,2025-01-11 09:47:17,2025-01-11 10:15:51,University Gate,Maple Grove,1162,casual,1967,5.35
100209,2025-01-11 10:24:53,2025-01-11 10:37:31,City Hall,Old Mill Crossing,1180,casual,1967,2.95
100210,2025-01-11 10:26:42,2025-01-11 10:57:22,Cobbler's Row,Old Town Square,1129,casual,1989,5.65
100211,2025-01-11 10:57:13,2025-01-11 11:07:46,Northgate Transit Hub,Sunset Boulevard,1152,member,1963,0.00
100212,2025-01-11 11:48:03,2025-01-11 11:58:12,Steelworks Gate,merchant hall,1141,member,1976,0.00
100213,2025-01-11 12:47:16,2025-01-11 12:51:35,Gasometer Park,Old Town Square,1152,member,2000,0.00
100214,2025-01-11 13:15:59,2025-01-11 13:20:40,Student Commons,Student Commons,1137,member,2007,0.00
100215,2025-01-11 13:29:50,2025-01-11 13:39:04,Central Station,Central Station,1154,casual,1982,2.50
100216,2025-01-11 13:33:37,2025-01-11 13:49:50,Athletics Center,Riverside Walk,1029,casual,1982,3.55
100217,2025-01-11 13:35:45,2025-01-11 13:42:19,TANNERY YARD,Gasometer Park,1193,member,1971,0.00
100218,2025-01-11 13:43:20,2025-01-11 13:51:05,Ferry Meadow,Kayak Launch,1048,casual,2002,2.20
100219,2025-01-11 14:04:23,2025-01-11 14:17:44,Kayak Launch,Gasometer Park,1187,member,1985,0.00
100220,2025-01-11 14:31:05,2025-01-11 14:40:13,Gasometer Park,Pier 12,1006,member,1978,0.00
100221,2025-01-11 15:41:11,2025-01-11 15:49:17,Birchwood Terrace,Gasometer Park,1049,casual,2003,2.35
100222,2025-01-11 15:49:31,2025-01-11 16:01:11,Opera House,Central Station,1007,casual,1997,2.80
100223,2025-01-11 16:11:55,2025-01-11 16:17:40,Central Station,Aurora & 22nd,1109,member,1984,0.00
100224,2025-01-11 18:16:41,2025-01-11 18:25:07,Ferry Meadow,Ferry Meadow,1136,Member,1990,0.00
100225,2025-01-11 18:19:47,2025-01-11 18:28:17,Pier 12 ,Gasometer Park,1136,member,1991,0.00
100225,2025-01-11 18:19:47,2025-01-11 18:28:17,Pier 12 ,Gasometer Park,1136,member,1991,0.00
100226,2025-01-11 19:16:19,2025-01-11 19:30:05,Botanic Gardens,Gasometer Park,1077,member,1980,0.00
100227,2025-01-11 20:24:07,2025-01-11 20:34:23,Observatory Hill,Central Station,1041,member,1985,0.00
100228,2025-01-12 00:11:05,2025-01-12 00:19:58,Sunset Boulevard,Sunset Boulevard,1051,casual,,2.35
100229,2025-01-12 01:43:49,2025-01-12 01:59:41,Aurora & 22nd,Old Town Square,1152,member,1979,0.00
100229,2025-01-12 01:43:49,2025-01-12 01:59:41,Aurora & 22nd,Old Town Square,1152,member,1979,0.00
100230,2025-01-12 08:37:09,2025-01-12 09:07:03,Westfield Green,Westfield Green,1016,member,1991,0.00
100231,2025-01-12 09:05:04,2025-01-12 09:34:41,Westfield Green,City Hall,1070,casual,1974,5.50
100232,2025-01-12 09:29:43,2025-01-12 09:47:01,Summit Ridge,University Gate,1004,casual,1983,3.70
100233,2025-01-12 10:27:05,2025-01-12 10:39:44,Maple Grove,Cobbler's Row,1130,casual,1981,2.95
100234,2025-01-12 11:20:33,2025-01-12 11:42:57,Cedar Park Loop,Library Mall,1019,casual,1970,4.45
100234,2025-01-12 11:20:33,2025-01-12 11:42:57,Cedar Park Loop,Library Mall,1019,casual,1970,4.45
100235,2025-01-12 11:42:57,2025-01-12 11:50:11,Northgate Transit Hub,Aurora & 40th,1185,member,1994,0.00
100236,2025-01-12 11:52:04,2025-01-12 12:16:57,Harbor East,Birchwood Terrace,1038,casual,1967,4.75
100237,2025-01-12 12:04:30,2025-01-12 13:15:06,Grand & 3rd,University Gate,1044,casual,1986,11.65
100238,2025-01-12 13:16:51,2025-01-12 13:30:48,Student Commons,Northgate Transit Hub,1062,casual,1984,3.10
100239,2025-01-12 13:33:55,2025-01-12 13:50:53,Northgate Transit Hub,City Hall,1046,member,1982,0.00
100240,2025-01-12 14:08:00,2025-01-12 14:20:00,Kayak Launch,Clocktower Plaza,1085,member,1987,0.00
100241,2025-01-12 15:49:23,2025-01-12 15:57:15,King's Cross Lane,King's Cross Lane,1031,member,1983,0.00
